DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
06/18/2016,18:20,BROOKLYN,11207,40.685005,-73.914185,"(40.685005, -73.914185)",,,1628      BROADWAY                      ,0,0,0,0,0,0,0,0,View Obstructed/Limited,Passing or Lane Usage Improper,,,,3463757,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,18:18,,,40.721985,-73.84523,"(40.721985, -73.84523)",70 ROAD                         ,,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3464797,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,18:15,BROOKLYN,11222,40.730484,-73.94625,"(40.730484, -73.94625)",HUMBOLDT STREET                 ,CALYER STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3463801,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,18:10,,,40.678955,-73.86516,"(40.678955, -73.86516)",LIBERTY AVENUE                  ,,,2,0,0,0,0,0,2,0,Unsafe Speed,Failure to Yield Right-of-Way,,,,3464552,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,18:10,BRONX,10462,40.85095,-73.86681,"(40.85095, -73.86681)",BRONXDALE AVENUE                ,CRUGER AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3464309,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,18:10,,,40.83256,-73.86943,"(40.83256, -73.86943)",,,EAST 172 STREET                         ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3464232,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,18:10,,,40.585136,-73.95918,"(40.585136, -73.95918)",SHORE PARKWAY                   ,EAST 11 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3465903,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,18:10,BROOKLYN,11201,,,,FLATBUSH AVENUE EXTENSION       ,LAFAYETTE STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3463791,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,18:02,,,40.605766,-73.99705,"(40.605766, -73.99705)",84 STREET                       ,,,1,0,0,0,0,0,1,0,Passenger Distraction,Driver Inattention/Distraction,,,,3463687,PASSENGER VEHICLE,MOTORCYCLE,,,
06/18/2016,18:00,BROOKLYN,11206,40.71022,-73.951004,"(40.71022, -73.951004)",UNION AVENUE                    ,MAUJER STREET,,1,0,0,0,0,0,1,0,Passing Too Closely,Unspecified,,,,3463797,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,18:00,BROOKLYN,11201,40.69361,-73.98252,"(40.69361, -73.98252)",MYRTLE AVENUE                   ,PRINCE STREET,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Following Too Closely,,,,3463792,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,18:00,,,40.73329,-73.98719,"(40.73329, -73.98719)",,,EAST 14 STREET                          ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3463962,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,18:00,,,,,,WEST SHORE EXPRESSWAY           ,,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3465452,PASSENGER VEHICLE,,,,
06/18/2016,18:00,,,,,,THROGS NECK BRIDGE              ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3470498,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,18:00,,,40.82923,-73.87551,"(40.82923, -73.87551)",STRATFORD AVENUE                ,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3464225,PASSENGER VEHICLE,,,,
06/18/2016,18:00,,,40.75829,-73.83431,"(40.75829, -73.83431)",ROOSEVELT AVENUE                ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3463861,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,18:00,,,40.660397,-73.98038,"(40.660397, -73.98038)",PROSPECT PARK WEST              ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3464492,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,18:00,,,40.660824,-73.95065,"(40.660824, -73.95065)",NOSTRAND AVENUE                 ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3464478,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,18:00,STATEN ISLAND,10304,40.747456,-73.94147,"(40.747456, -73.94147)",,,55        BOWEN STREET                  ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3465320,PASSENGER VEHICLE,,,,
06/18/2016,18:00,QUEENS,11433,40.702248,-73.782616,"(40.702248, -73.782616)",,,173-18    106 AVENUE                    ,0,0,0,0,0,0,0,0,Backing Unsafely,Other Vehicular,,,,3463820,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,18:00,QUEENS,11375,40.734318,-73.85291,"(40.734318, -73.85291)",YELLOWSTONE BOULEVARD           ,63 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,3463898,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
06/18/2016,18:00,BROOKLYN,11221,40.686428,-73.935745,"(40.686428, -73.935745)",LEWIS AVENUE                    ,MADISON STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,3466842,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
06/18/2016,18:00,BRONX,10475,40.867584,-73.83117,"(40.867584, -73.83117)",,,330       BAYCHESTER AVENUE             ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3484407,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,17:57,QUEENS,11422,40.650265,-73.73739,"(40.650265, -73.73739)",253 STREET                      ,HUXLEY STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3463825,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,17:55,MANHATTAN,10013,40.719395,-74.00189,"(40.719395, -74.00189)",CANAL STREET                    ,BROADWAY,,1,0,1,0,0,0,0,0,Unspecified,,,,,3465497,PASSENGER VEHICLE,,,,
06/18/2016,17:51,,,40.842564,-73.83842,"(40.842564, -73.83842)",,,WESTCHESTER AVENUE                      ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3465806,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,17:50,,,,,,CROSS BRONX EXPY                ,,,0,0,0,0,0,0,0,0,Other Vehicular,Unsafe Speed,Driver Inattention/Distraction,,,3463666,PASSENGER VEHICLE,VAN,PASSENGER VEHICLE,,
06/18/2016,17:50,QUEENS,11435,40.698215,-73.806335,"(40.698215, -73.806335)",,,95-33     SUTPHIN BOULEVARD             ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3463821,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,17:46,BROOKLYN,11212,40.654312,-73.91759,"(40.654312, -73.91759)",LINDEN BOULEVARD                ,CHURCH AVENUE,,0,1,0,1,0,0,0,0,Unspecified,,,,,3468167,PASSENGER VEHICLE,,,,
06/18/2016,17:45,MANHATTAN,10002,40.716454,-73.98058,"(40.716454, -73.98058)",DELANCEY STREET                 ,COLUMBIA STREET,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Passing or Lane Usage Improper,,,,3463950,BICYCLE,VAN,,,
06/18/2016,17:40,BROOKLYN,11221,40.686825,-73.93881,"(40.686825, -73.93881)",MARCUS GARVEY BOULEVARD         ,MONROE STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3466841,PASSENGER VEHICLE,MOTORCYCLE,,,
06/18/2016,17:40,BROOKLYN,11211,40.713123,-73.95351,"(40.713123, -73.95351)",RODNEY STREET                   ,AINSLIE STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3463269,MOTORCYCLE,PASSENGER VEHICLE,,,
06/18/2016,17:40,BRONX,10458,40.861942,-73.89366,"(40.861942, -73.89366)",,,319       EAST FORDHAM ROAD             ,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3465855,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,17:35,,,,,,187 STREET                      ,JAMAICA AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Traffic Control Disregarded,,,,3463819,BICYCLE,PASSENGER VEHICLE,,,
06/18/2016,9:55,QUEENS,11105,40.77603,-73.915245,"(40.77603, -73.915245)",27 STREET                       ,23 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3464833,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,9:54,,,40.809048,-73.92856,"(40.809048, -73.92856)",EAST 135 STREET                 ,LINCOLN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3464197,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,9:53,MANHATTAN,10065,40.764362,-73.96162,"(40.764362, -73.96162)",EAST 65 STREET                  ,2 AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3464021,VAN,PASSENGER VEHICLE,,,
06/18/2016,9:50,BROOKLYN,11203,40.652176,-73.92848,"(40.652176, -73.92848)",CHURCH AVENUE                   ,EAST 52 STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3484631,PASSENGER VEHICLE,,,,
06/18/2016,9:45,,,40.666428,-73.80172,"(40.666428, -73.80172)",VAN WYCK EXPRESSWAY (CDR)       ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3463347,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
06/18/2016,9:45,BROOKLYN,11221,40.692593,-73.91551,"(40.692593, -73.91551)",CENTRAL AVENUE                  ,MADISON STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3466025,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,9:43,QUEENS,11004,40.736214,-73.713486,"(40.736214, -73.713486)",,,254-20    HILLSIDE AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3463321,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,9:40,,,,,,BELT PARKWAY                    ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,Unspecified,Unspecified,,3463346,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
06/18/2016,9:40,,,,,,L.I.E / G.C.P CDR               ,,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Passing Too Closely,,,,3463893,PASSENGER VEHICLE,,,,
06/18/2016,9:40,MANHATTAN,10001,40.75024,-73.998604,"(40.75024, -73.998604)",9 AVENUE                        ,WEST 29 STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3463567,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,9:35,,,40.74876,-73.8692,"(40.74876, -73.8692)",JUNCTION BOULEVARD              ,40 ROAD,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3465365,PASSENGER VEHICLE,,,,
06/18/2016,9:30,MANHATTAN,10022,40.75831,-73.96294,"(40.75831, -73.96294)",1 AVENUE                        ,EAST 57 STREET,,1,0,0,0,1,0,0,0,Other Vehicular,Following Too Closely,,,,3471189,BICYCLE,PASSENGER VEHICLE,,,
06/18/2016,9:30,BRONX,10466,40.88971,-73.85603,"(40.88971, -73.85603)",EAST 229 STREET                 ,BARNES AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3464288,BICYCLE,PASSENGER VEHICLE,,,
06/18/2016,9:30,QUEENS,11364,40.74661,-73.77018,"(40.74661, -73.77018)",,,58-44     207 STREET                    ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3463442,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,9:30,MANHATTAN,10026,40.80817,-73.95635,"(40.80817, -73.95635)",MORNINGSIDE AVENUE              ,WEST 120 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3465670,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,9:30,MANHATTAN,10020,40.758644,-73.981346,"(40.758644, -73.981346)",AVENUE OF THE AMERICAS          ,WEST 48 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3465607,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,9:30,MANHATTAN,10002,40.71911,-73.99003,"(40.71911, -73.99003)",,,80        DELANCEY STREET               ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3463170,OTHER,OTHER,,,
06/18/2016,9:30,BRONX,10453,40.861862,-73.91282,"(40.861862, -73.91282)",WEST FORDHAM ROAD               ,MAJOR DEEGAN EXPRESSWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3465871,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,9:23,BROOKLYN,11216,40.68064,-73.95338,"(40.68064, -73.95338)",BEDFORD AVENUE                  ,FULTON STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3470773,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,9:20,QUEENS,11422,40.659714,-73.739815,"(40.659714, -73.739815)",243 STREET                      ,145 AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3463322,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,9:20,BROOKLYN,11234,40.59657,-73.90794,"(40.59657, -73.90794)",FLATBUSH AVENUE                 ,SHORE PARKWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3464403,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
06/18/2016,9:18,,,,,,BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3465319,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
06/18/2016,9:17,MANHATTAN,10002,40.72284,-73.99145,"(40.72284, -73.99145)",,,215       CHRYSTIE STREET               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3466409,PASSENGER VEHICLE,OTHER,,,
06/18/2016,9:16,BROOKLYN,11229,40.598526,-73.95919,"(40.598526, -73.95919)",HOMECREST AVENUE                ,AVENUE U,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,3464375,PASSENGER VEHICLE,,,,
06/18/2016,9:15,QUEENS,11101,40.75518,-73.91768,"(40.75518, -73.91768)",44 STREET                       ,34 AVENUE,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,3463463,PASSENGER VEHICLE,MOTORCYCLE,,,
06/18/2016,9:15,,,40.773273,-73.92512,"(40.773273, -73.92512)",21 STREET                       ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3463464,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,9:10,BROOKLYN,11236,40.645626,-73.89763,"(40.645626, -73.89763)",FLATLANDS AVENUE                ,EAST 101 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3464426,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,9:04,MANHATTAN,10075,40.77242,-73.95571,"(40.77242, -73.95571)",,,1490      2 AVENUE                      ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3464018,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,9:03,BROOKLYN,11210,40.636086,-73.95091,"(40.636086, -73.95091)",FLATBUSH AVENUE                 ,FARRAGUT ROAD,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3464454,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,9:00,QUEENS,11416,40.685753,-73.840775,"(40.685753, -73.840775)",102 STREET                      ,101 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3464619,BICYCLE,PASSENGER VEHICLE,,,
06/18/2016,9:00,QUEENS,11419,40.688244,-73.82399,"(40.688244, -73.82399)",103 AVENUE                      ,120 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3463344,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,9:00,QUEENS,11354,40.764233,-73.81683,"(40.764233, -73.81683)",149 STREET                      ,38 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3463414,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,9:00,MANHATTAN,10013,40.718296,-73.99591,"(40.718296, -73.99591)",,,92        ELIZABETH STREET              ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3466407,PASSENGER VEHICLE,VAN,,,
06/18/2016,9:00,BROOKLYN,11228,40.619465,-74.02288,"(40.619465, -74.02288)",DAHLGREN PLACE                  ,86 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3463705,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,9:00,BROOKLYN,11207,40.65286,-73.89402,"(40.65286, -73.89402)",,,930       WILLIAMS AVENUE               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3464425,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,8:55,,,40.888912,-73.91179,"(40.888912, -73.91179)",WEST 238 STREET                 ,,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3465824,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,8:55,QUEENS,11429,40.713303,-73.73586,"(40.713303, -73.73586)",HEMPSTEAD AVENUE                ,SPRINGFIELD BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3463320,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,8:53,QUEENS,11368,40.755337,-73.843254,"(40.755337, -73.843254)",ROOSEVELT AVENUE                ,126 STREET,,0,0,0,0,0,0,0,0,Glare,Unspecified,,,,3464776,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,8:51,QUEENS,11419,40.685352,-73.834145,"(40.685352, -73.834145)",,,108-02    103 AVENUE                    ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3463345,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,8:50,,,,,,GRAND CENTRAL PKWY              ,,,3,0,0,0,0,0,3,0,Following Too Closely,Unsafe Lane Changing,Unspecified,Unspecified,,3463873,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
06/18/2016,8:50,BROOKLYN,11234,40.609253,-73.92338,"(40.609253, -73.92338)",HENDRICKSON STREET              ,AVENUE U,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3472187,BICYCLE,PASSENGER VEHICLE,,,
06/18/2016,8:50,,,,,,CROSS BRONX EXPY                ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3463632,PASSENGER VEHICLE,PICK-UP TRUCK,,,
06/18/2016,8:50,MANHATTAN,10029,40.787815,-73.94373,"(40.787815, -73.94373)",,,315       EAST 102 STREET               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3464047,PASSENGER VEHICLE,,,,
06/18/2016,8:45,QUEENS,11373,40.73348,-73.87015,"(40.73348, -73.87015)",,,91-19     QUEENS BOULEVARD              ,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,3464774,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,8:45,MANHATTAN,10024,40.78905,-73.97031,"(40.78905, -73.97031)",WEST 90 STREET                  ,COLUMBUS AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3464058,Dump,,,,
06/18/2016,8:45,BRONX,10458,40.86243,-73.89661,"(40.86243, -73.89661)",,,215       EAST FORDHAM ROAD             ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3465849,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,8:40,BROOKLYN,11212,40.668568,-73.91827,"(40.668568, -73.91827)",PITKIN AVENUE                   ,LEGION STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Other Vehicular,,,,3463754,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,8:35,BRONX,10473,40.82299,-73.86777,"(40.82299, -73.86777)",STORY AVENUE                    ,SOUND VIEW AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3464230,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,8:32,,,40.771576,-73.87616,"(40.771576, -73.87616)",94 STREET                       ,GRAND CENTRAL PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3463925,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,8:30,BRONX,10456,40.832367,-73.905235,"(40.832367, -73.905235)",,,3589      3 AVENUE                      ,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Alcohol Involvement,,,,3463197,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,8:30,QUEENS,11378,40.72314,-73.906425,"(40.72314, -73.906425)",60 STREET                       ,MASPETH AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3464663,PASSENGER VEHICLE,OTHER,,,
06/18/2016,8:30,MANHATTAN,10027,40.810093,-73.95309,"(40.810093, -73.95309)",WEST 124 STREET                 ,SAINT NICHOLAS AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3464093,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,8:19,BRONX,10467,40.881992,-73.87718,"(40.881992, -73.87718)",EAST 211 STREET                 ,WAYNE AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3465846,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,8:18,MANHATTAN,10022,40.76023,-73.961525,"(40.76023, -73.961525)",EAST 60 STREET                  ,1 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3464027,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,8:15,QUEENS,11004,40.737114,-73.71313,"(40.737114, -73.71313)",,,83-46     255 STREET                    ,1,0,0,0,0,0,1,0,Passenger Distraction,Unspecified,Unspecified,,,3463319,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
06/18/2016,8:10,,,,,,COLUMBUS AVENUE                 ,BROADWAY and West 65 street,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3463608,BICYCLE,PASSENGER VEHICLE,,,
06/18/2016,8:10,BROOKLYN,11226,40.653576,-73.95946,"(40.653576, -73.95946)",FLATBUSH AVENUE                 ,LENOX ROAD,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3464459,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,8:02,MANHATTAN,10022,40.757122,-73.97192,"(40.757122, -73.97192)",LEXINGTON AVENUE                ,EAST 51 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3465593,VAN,,,,
06/18/2016,8:00,MANHATTAN,10022,40.762287,-73.972374,"(40.762287, -73.972374)",EAST 57 STREET                  ,MADISON AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3465608,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,17:35,BROOKLYN,11224,40.57994,-73.9821,"(40.57994, -73.9821)",,,2780      STILLWELL AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,,,,,3464337,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,17:33,,,40.58552,-73.941925,"(40.58552, -73.941925)",EAST 27 STREET                  ,SHORE PARKWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3464377,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,17:30,,,,,,109 AVENUE                      ,142 STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3463817,PASSENGER VEHICLE,MOTORCYCLE,,,
06/18/2016,17:30,QUEENS,11421,40.6952,-73.8493,"(40.6952, -73.8493)",96 STREET                       ,86 ROAD,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3464622,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,17:30,BROOKLYN,11229,40.60216,-73.94707,"(40.60216, -73.94707)",BEDFORD AVENUE                  ,AVENUE T,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3477613,BICYCLE,PASSENGER VEHICLE,,,
06/18/2016,17:30,,,40.75829,-73.83431,"(40.75829, -73.83431)",COLLEGE POINT BOULEVARD         ,ROOSEVELT AVENUE,,0,0,0,0,0,0,0,0,Glare,Unspecified,,,,3463862,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,17:30,QUEENS,11435,40.709026,-73.81333,"(40.709026, -73.81333)",143 STREET                      ,85 DRIVE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3484938,PASSENGER VEHICLE,,,,
06/18/2016,17:30,MANHATTAN,10018,40.759514,-73.99926,"(40.759514, -73.99926)",11 AVENUE                       ,WEST 40 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3463958,PASSENGER VEHICLE,,,,
06/18/2016,17:30,MANHATTAN,10002,40.71983,-73.98755,"(40.71983, -73.98755)",RIVINGTON STREET                ,ESSEX STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3463951,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,17:30,BROOKLYN,11226,40.65329,-73.94984,"(40.65329, -73.94984)",,,1369      NOSTRAND AVENUE               ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3484603,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
