DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
06/18/2016,23:45,,,40.742226,-73.99702,"(40.742226, -73.99702)",WEST 20 STREET                  ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3463573,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,23:45,,,40.892708,-73.84455,"(40.892708, -73.84455)",EDSON AVENUE                    ,,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3464283,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,23:45,QUEENS,11377,40.74539,-73.90662,"(40.74539, -73.90662)",ROOSEVELT AVENUE                ,58 STREET,,0,0,0,0,0,0,0,0,Unsafe Speed,Failure to Keep Right,,,,3465323,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,23:40,,,40.821533,-73.84547,"(40.821533, -73.84547)",SEWARD AVENUE                   ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3464223,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,23:35,QUEENS,11375,40.723003,-73.84701,"(40.723003, -73.84701)",JEWEL AVENUE                    ,YELLOWSTONE BOULEVARD,,0,0,0,0,0,0,0,0,Other Electronic Device,Unspecified,Unspecified,Unspecified,,3463901,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
06/18/2016,23:30,QUEENS,11433,40.697525,-73.793144,"(40.697525, -73.793144)",,,107-01    UNION HALL STREET             ,0,0,0,0,0,0,0,0,Unspecified,,,,,3464645,PASSENGER VEHICLE,OTHER,,,
06/18/2016,23:30,QUEENS,11412,40.707916,-73.76131,"(40.707916, -73.76131)",,,104-27    197 STREET                    ,0,0,0,0,0,0,0,0,Animals Action,Unspecified,,,,3463822,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,23:25,,,,,,BRONX RIVER PARKWAY             ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,3464278,PASSENGER VEHICLE,,,,
06/18/2016,23:20,,,,,,ALLERTON AVENUE                 ,BRONX RIVER PARKWAY,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3464308,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,23:15,,,,,,LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3465373,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,23:10,MANHATTAN,10002,40.72125,-73.99224,"(40.72125, -73.99224)",CHRYSTIE STREET                 ,RIVINGTON STREET,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3466417,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,23:00,BROOKLYN,11220,40.63532,-74.02324,"(40.63532, -74.02324)",4 AVENUE                        ,68 STREET,,3,0,0,0,0,0,3,0,Passing or Lane Usage Improper,Unspecified,Unspecified,,,3463710,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
06/18/2016,23:00,,,,,,MIDLAND PARKWAY                 ,GRAND CENTRAL PARKWAY,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3466182,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,23:00,BROOKLYN,11207,40.67677,-73.88949,"(40.67677, -73.88949)",ATLANTIC AVENUE                 ,SCHENCK AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3464535,PASSENGER VEHICLE,,,,
06/18/2016,23:00,BRONX,10456,40.81924,-73.90456,"(40.81924, -73.90456)",TINTON AVENUE                   ,EAST 158 STREET,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,3464191,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,23:00,,,40.794735,-73.96988,"(40.794735, -73.96988)",WEST 97 STREET                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3464059,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,23:00,,,,,,GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3463902,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,23:00,,,40.648434,-73.89328,"(40.648434, -73.89328)",FLATLANDS AVENUE                ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Traffic Control Disregarded,,,,3464430,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,23:00,,,40.891907,-73.834694,"(40.891907, -73.834694)",BELL AVENUE                     ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3464281,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,23:00,QUEENS,11419,40.687603,-73.820625,"(40.687603, -73.820625)",,,123-14    LIBERTY AVENUE                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3463839,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,23:00,MANHATTAN,10022,40.759983,-73.964806,"(40.759983, -73.964806)",2 AVENUE                        ,EAST 58 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3471170,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,23:00,BROOKLYN,11212,40.658672,-73.90019,"(40.658672, -73.90019)",JUNIUS STREET                   ,NEW LOTS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3464500,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,23:00,BRONX,10460,40.84386,-73.88339,"(40.84386, -73.88339)",EAST 179 STREET                 ,HONEYWELL AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3463668,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,22:50,,,40.739666,-73.79215,"(40.739666, -73.79215)",HORACE HARDING EXPRESSWAY       ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3464780,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,22:50,MANHATTAN,10001,,,,12 AVENUE                       ,WEST 34 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3463569,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,22:45,,,,,,WEST 155 STREET                 ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3464120,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
06/18/2016,22:45,,,,,,BRONX RIVER PARKWAY             ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3469690,PASSENGER VEHICLE,OTHER,,,
06/18/2016,22:45,MANHATTAN,10013,40.72135,-74.00465,"(40.72135, -74.00465)",CANAL STREET                    ,WEST BROADWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3465498,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,22:40,QUEENS,11373,40.735176,-73.881874,"(40.735176, -73.881874)",VANKLEECK STREET                ,KNEELAND AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3465375,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,22:40,MANHATTAN,10033,40.849785,-73.936165,"(40.849785, -73.936165)",,,4247      BROADWAY                      ,0,0,0,0,0,0,0,0,Driver Inexperience,Backing Unsafely,,,,3464158,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,22:35,BROOKLYN,11207,40.65872,-73.88536,"(40.65872, -73.88536)",,,640       STANLEY AVENUE                ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,Unspecified,Unspecified,,3464536,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
06/18/2016,22:30,,,,,,,,2755      DAVIDSON AVENUE               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3465881,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,22:30,,,,,,GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3484939,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,22:30,,,40.669334,-73.87381,"(40.669334, -73.87381)",FOUNTAIN AVENUE                 ,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,3464539,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
06/18/2016,1:30,MANHATTAN,10002,40.72098,-73.98696,"(40.72098, -73.98696)",ESSEX STREET                    ,STANTON STREET,,1,0,0,0,1,0,0,0,Unspecified,,,,,3469481,BICYCLE,PASSENGER VEHICLE,,,
06/18/2016,1:25,BROOKLYN,11205,40.696957,-73.960754,"(40.696957, -73.960754)",,,65        TAAFFE PLACE                  ,0,0,0,0,0,0,0,0,Unspecified,,,,,3484778,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,1:20,,,,,,GRAND CENTRAL PKWY              ,,,1,0,0,0,0,0,1,0,Unspecified,,,,,3463388,PASSENGER VEHICLE,MOTORCYCLE,,,
06/18/2016,1:15,BROOKLYN,11221,40.692818,-73.915924,"(40.692818, -73.915924)",,,440       CENTRAL AVENUE                ,0,0,0,0,0,0,0,0,Driverless/Runaway Vehicle,Unspecified,,,,3466024,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,1:10,BROOKLYN,11207,40.676044,-73.89373,"(40.676044, -73.89373)",,,2724      ATLANTIC AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3464526,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,1:05,,,,,,BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3463777,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,1:00,,,,,,NASSAU EXPRESSWAY               ,,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3463457,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,1:00,,,,,,BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3463211,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,1:00,,,40.697918,-73.82754,"(40.697918, -73.82754)",89 AVENUE                       ,,,0,0,0,0,0,0,0,0,Pavement Defective,,,,,3463286,PASSENGER VEHICLE,,,,
06/18/2016,1:00,QUEENS,11413,40.66709,-73.76376,"(40.66709, -73.76376)",181 STREET                      ,NORTH CONDUIT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3463456,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,1:00,MANHATTAN,10018,40.75619,-73.99057,"(40.75619, -73.99057)",,,625       8 AVENUE                      ,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3463967,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,19:50,,,40.70166,-73.961464,"(40.70166, -73.961464)",WILLIAMSBURG STREET WEST        ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3463798,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,19:50,,,,,,HORACE HARDING EXPRESSWAY       ,188 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3463880,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,19:50,BROOKLYN,11217,40.682487,-73.979614,"(40.682487, -73.979614)",4 AVENUE                        ,BERGEN STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3463784,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,19:50,BRONX,10458,40.85611,-73.88252,"(40.85611, -73.88252)",CROTONA AVENUE                  ,EAST 189 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3463667,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
06/18/2016,19:43,MANHATTAN,10022,40.759834,-73.96657,"(40.759834, -73.96657)",,,240       EAST 57 STREET                ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3464961,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,19:41,BROOKLYN,11203,40.651604,-73.933304,"(40.651604, -73.933304)",SCHENECTADY AVENUE              ,CHURCH AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3484618,BICYCLE,PASSENGER VEHICLE,,,
06/18/2016,19:40,QUEENS,11413,40.665634,-73.758156,"(40.665634, -73.758156)",SPRINGFIELD BOULEVARD           ,SOUTH CONDUIT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3463824,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,19:40,BROOKLYN,11249,40.721977,-73.95779,"(40.721977, -73.95779)",,,69        WYTHE AVENUE                  ,0,0,0,0,0,0,0,0,Passenger Distraction,Unspecified,,,,3463802,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,19:37,QUEENS,11411,40.69268,-73.73231,"(40.69268, -73.73231)",LINDEN BOULEVARD                ,229 STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3464684,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,19:31,,,40.674,-74.000275,"(40.674, -74.000275)",HAMILTON AVENUE                 ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3468204,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,19:30,,,40.58695,-74.16416,"(40.58695, -74.16416)",,,112       RICHMOND HILL ROAD            ,0,0,0,0,0,0,0,0,Unspecified,,,,,3463940,PASSENGER VEHICLE,OTHER,,,
06/18/2016,19:30,,,40.840645,-73.84205,"(40.840645, -73.84205)",EAST TREMONT AVENUE             ,WESTCHESTER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3470497,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,19:30,STATEN ISLAND,10301,40.635555,-74.09183,"(40.635555, -74.09183)",SUMNER PLACE                    ,BRIGHTON AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3464866,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,19:30,QUEENS,11365,40.73332,-73.79114,"(40.73332, -73.79114)",69 AVENUE                       ,180 STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3472487,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,19:30,MANHATTAN,10036,40.75898,-73.99595,"(40.75898, -73.99595)",10 AVENUE                       ,WEST 41 STREET,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3465563,PASSENGER VEHICLE,,,,
06/18/2016,19:30,MANHATTAN,10028,40.772705,-73.949486,"(40.772705, -73.949486)",YORK AVENUE                     ,EAST 81 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3464028,PASSENGER VEHICLE,OTHER,,,
06/18/2016,19:30,MANHATTAN,10027,40.81632,-73.95783,"(40.81632, -73.95783)",WEST 126 STREET                 ,BROADWAY,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3468662,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,19:30,BRONX,10456,40.828804,-73.91667,"(40.828804, -73.91667)",,,1000      MORRIS AVENUE                 ,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3463634,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,19:21,,,40.839725,-73.7837,"(40.839725, -73.7837)",CITY ISLAND AVENUE              ,HORTON STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3470494,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,19:20,MANHATTAN,10010,40.737885,-73.98091,"(40.737885, -73.98091)",EAST 23 STREET                  ,2 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3463591,BICYCLE,PASSENGER VEHICLE,,,
06/18/2016,19:15,,,40.757732,-73.99686,"(40.757732, -73.99686)",WEST 39 STREET                  ,,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,3463568,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,19:15,MANHATTAN,10011,,,,12 AVENUE                       ,WEST 23 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3465560,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,19:15,BRONX,10467,40.87139,-73.86427,"(40.87139, -73.86427)",BURKE AVENUE                    ,WALLACE AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3464277,PASSENGER VEHICLE,OTHER,,,
06/18/2016,19:10,QUEENS,11361,40.757626,-73.780106,"(40.757626, -73.780106)",203 STREET                      ,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,3465390,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
06/18/2016,19:10,MANHATTAN,10030,40.819717,-73.94048,"(40.819717, -73.94048)",WEST 142 STREET                 ,7 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3464119,PASSENGER VEHICLE,,,,
06/18/2016,19:08,,,40.710247,-73.82125,"(40.710247, -73.82125)",QUEENS BOULEVARD                ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3464620,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,19:00,QUEENS,11419,40.68562,-73.825806,"(40.68562, -73.825806)",,,104-28    117 STREET                    ,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3463833,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,19:00,,,,,,HARLEM RIVER DRIVE              ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3464132,PASSENGER VEHICLE,PICK-UP TRUCK,,,
06/18/2016,19:00,QUEENS,11419,40.690247,-73.82497,"(40.690247, -73.82497)",101 AVENUE                      ,120 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3464621,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,19:00,QUEENS,11417,40.674587,-73.85931,"(40.674587, -73.85931)",SUTTER AVENUE                   ,77 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3463836,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,19:00,MANHATTAN,10031,40.83022,-73.94769,"(40.83022, -73.94769)",BROADWAY                        ,WEST 151 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Passing or Lane Usage Improper,,,,3463613,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,19:00,MANHATTAN,10014,40.727154,-74.005554,"(40.727154, -74.005554)",VARICK STREET                   ,CHARLTON STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3465496,PASSENGER VEHICLE,VAN,,,
06/18/2016,19:00,BROOKLYN,11236,40.646667,-73.891594,"(40.646667, -73.891594)",,,10610     AVENUE J                      ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Unspecified,,,3464428,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
06/18/2016,19:00,BRONX,10475,40.88176,-73.82324,"(40.88176, -73.82324)",PEARTREE AVENUE                 ,GIVAN AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3473641,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
06/18/2016,19:00,BRONX,10467,40.869675,-73.865654,"(40.869675, -73.865654)",,,740       ADEE AVENUE                   ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3464307,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,18:55,QUEENS,11436,40.68285,-73.79902,"(40.68285, -73.79902)",144 STREET                      ,115 AVENUE,,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,,,,,3464805,MOTORCYCLE,,,,
06/18/2016,18:55,BROOKLYN,11222,40.73328,-73.95213,"(40.73328, -73.95213)",HURON STREET                    ,MC GUINNESS BOULEVARD,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3463803,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,18:50,,,40.675404,-73.87192,"(40.675404, -73.87192)",PITKIN AVENUE                   ,,,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,Following Too Closely,,,,3464534,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,18:50,QUEENS,11368,40.757137,-73.870285,"(40.757137, -73.870285)",,,98-10     NORTHERN BOULEVARD            ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3463931,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,18:45,,,40.63773,-74.07531,"(40.63773, -74.07531)",MINTHORNE STREET                ,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3464865,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,18:43,BRONX,10464,,,,BARTOW CIRCLE                   ,ORCHARD BEACH ROAD,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3484404,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,18:42,MANHATTAN,10002,40.716476,-73.99283,"(40.716476, -73.99283)",ELDRIDGE STREET                 ,HESTER STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3466413,BICYCLE,PASSENGER VEHICLE,,,
06/18/2016,18:40,BROOKLYN,11213,40.663605,-73.934395,"(40.663605, -73.934395)",SCHENECTADY AVENUE              ,EMPIRE BOULEVARD,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3464477,BICYCLE,PASSENGER VEHICLE,,,
06/18/2016,18:40,BROOKLYN,11203,40.638786,-73.94538,"(40.638786, -73.94538)",NEW YORK AVENUE                 ,FOSTER AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3474963,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,18:40,STATEN ISLAND,10308,40.560616,-74.16308,"(40.560616, -74.16308)",,,640       ARTHUR KILL ROAD              ,0,0,0,0,0,0,0,0,Unspecified,,,,,3485134,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
06/18/2016,18:40,QUEENS,11365,40.74058,-73.781494,"(40.74058, -73.781494)",,,194-01D   64 CIRCLE                     ,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3475217,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,18:36,BROOKLYN,11235,40.57927,-73.95335,"(40.57927, -73.95335)",WEST END AVENUE                 ,HAMPTON AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3467257,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,18:35,,,,,,HORACE HARDING EXPRESSWAY       ,FRANCIS LEWIS BOULEVARD,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,3463879,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,18:30,,,,,,HENRY HUDSON PARKWAY            ,,,2,0,0,0,0,0,2,0,Other Vehicular,Following Too Closely,,,,3465828,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,18:30,QUEENS,11369,40.770332,-73.87608,"(40.770332, -73.87608)",94 STREET                       ,DITMARS BOULEVARD,,1,0,0,0,0,0,1,0,Brakes Defective,Unspecified,,,,3463933,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,18:30,,,40.741665,-74.00114,"(40.741665, -74.00114)",8 AVENUE                        ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3463957,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,18:30,MANHATTAN,10002,40.718555,-73.988205,"(40.718555, -73.988205)",DELANCEY STREET                 ,ESSEX STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3463530,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,18:30,BROOKLYN,11234,40.628166,-73.92787,"(40.628166, -73.92787)",UTICA AVENUE                    ,AVENUE J,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3465116,PASSENGER VEHICLE,,,,
06/18/2016,18:30,BROOKLYN,11201,40.6877,-73.99297,"(40.6877, -73.99297)",,,6         BERGEN STREET                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,3463783,PASSENGER VEHICLE,OTHER,,,
06/18/2016,18:30,BRONX,10473,40.826015,-73.85959,"(40.826015, -73.85959)",BRUCKNER EXPRESSWAY             ,WHITE PLAINS ROAD,,0,0,0,0,0,0,0,0,Unspecified,,,,,3464221,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,18:25,,,,,,BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,3464836,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,18:25,,,,,,BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3463796,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2016,18:20,,,40.599907,-73.94664,"(40.599907, -73.94664)",BEDFORD AVENUE                  ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Following Too Closely,,,,3469703,BICYCLE,PASSENGER VEHICLE,,,
06/18/2016,18:20,QUEENS,11417,40.678062,-73.85921,"(40.678062, -73.85921)",GLENMORE AVENUE                 ,78 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3467490,BICYCLE,PASSENGER VEHICLE,,,
06/18/2016,18:20,,,,,,FDR DRIVE                       ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3464979,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
